unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
TPL|0001437749-26-030248|nonDerivative|2026-09-11|HORIZON KINETICS ASSET MANAGEMENT LLC|P|Common Stock|1|367.88|D,2026-09-15 04:45:58+0000,TPL,Texas Pacific Land Corp,0001811074,4,2026-09-14,2026-09-11,0001437749-26-030248,https://www.sec.gov/Archives/edgar/data/1811074/000143774926030248/rdgdoc.xml,nonDerivative,2026-09-11,P,Common Stock,1,367.88,367.88,3390845,D,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,,,1,,SEC EDGAR
TMUS|0001283699-26-000116|nonDerivative|2026-09-10|Nelson Mark Wolfe|A|Common Stock|102.942|178.14|D,2026-09-15 04:45:58+0000,TMUS,"T-Mobile US, Inc.",0001283699,4,2026-09-14,2026-09-10,0001283699-26-000116,https://www.sec.gov/Archives/edgar/data/1283699/000128369926000116/wk-form4_1789427907.xml,nonDerivative,2026-09-10,A,Common Stock,102.942,178.14,18338.08788,66070.254,D,Nelson Mark Wolfe,"Officer, Chief Legal Officer & GC",0,1,0,Chief Legal Officer & GC,SEC EDGAR
TMUS|0001283699-26-000114|nonDerivative|2026-09-10|Drobac Daniel James|S|Common Stock|772|178.33|D,2026-09-15 04:45:58+0000,TMUS,"T-Mobile US, Inc.",0001283699,4,2026-09-14,2026-09-10,0001283699-26-000114,https://www.sec.gov/Archives/edgar/data/1283699/000128369926000114/wk-form4_1789427873.xml,nonDerivative,2026-09-10,S,Common Stock,772,178.33,137670.76,35117.537,D,Drobac Daniel James,"Officer, VP & Chief Accounting Officer",0,1,0,VP & Chief Accounting Officer,SEC EDGAR
TMUS|0001283699-26-000114|nonDerivative|2026-09-10|Drobac Daniel James|A|Common Stock|1.769|178.14|D,2026-09-15 04:45:58+0000,TMUS,"T-Mobile US, Inc.",0001283699,4,2026-09-14,2026-09-10,0001283699-26-000114,https://www.sec.gov/Archives/edgar/data/1283699/000128369926000114/wk-form4_1789427873.xml,nonDerivative,2026-09-10,A,Common Stock,1.769,178.14,315.12965999999994,35119.306,D,Drobac Daniel James,"Officer, VP & Chief Accounting Officer",0,1,0,VP & Chief Accounting Officer,SEC EDGAR
TEL|0001225208-26-007791|derivative|2026-09-11|SHAFFER REUBEN M.|A|Restricted Stock Units|5.2444|0.0000|D,2026-09-15 04:45:58+0000,TEL,TE Connectivity plc,0001385157,4,2026-09-14,2026-09-11,0001225208-26-007791,https://www.sec.gov/Archives/edgar/data/1385157/000122520826007791/doc4.xml,derivative,2026-09-11,A,Restricted Stock Units,5.2444,0.0000,0.0,1430.3995,D,SHAFFER REUBEN M.,"Officer, SVP and Corporate Controller",,1,,SVP and Corporate Controller,SEC EDGAR
TEL|0001225208-26-007790|derivative|2026-09-11|SAGAR MALAVIKA|A|Restricted Stock Units|3.8532|0.0000|D,2026-09-15 04:45:58+0000,TEL,TE Connectivity plc,0001385157,4,2026-09-14,2026-09-11,0001225208-26-007790,https://www.sec.gov/Archives/edgar/data/1385157/000122520826007790/doc4.xml,derivative,2026-09-11,A,Restricted Stock Units,3.8532,0.0000,0.0,1051.1542,D,SAGAR MALAVIKA,"Officer, SVP, Chief Human Resources Off",,1,,"SVP, Chief Human Resources Off",SEC EDGAR
SW|0001628280-26-061753|nonDerivative|2026-09-10|WILSON ALAN D|A|Ordinary Shares|673.692|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061753,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061753/wk-form4_1789399377.xml,nonDerivative,2026-09-10,A,Ordinary Shares,673.692,0,0.0,67580.2,D,WILSON ALAN D,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061758|nonDerivative|2026-09-10|Sellier Laurent|A|Ordinary Shares|140|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061758,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061758/wk-form4_1789399526.xml,nonDerivative,2026-09-10,A,Ordinary Shares,140,0,0.0,139015,D,Sellier Laurent,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061758|derivative|2026-09-10|Sellier Laurent|A|Restricted Stock Units (PSP)|335|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061758,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061758/wk-form4_1789399526.xml,derivative,2026-09-10,A,Restricted Stock Units (PSP),335,0,0.0,31666,D,Sellier Laurent,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061765|nonDerivative|2026-09-10|SMURFIT ANTHONY P J|A|Ordinary Shares|486|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061765,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061765/wk-form4_1789399719.xml,nonDerivative,2026-09-10,A,Ordinary Shares,486,0,0.0,1728994,D,SMURFIT ANTHONY P J,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
SW|0001628280-26-061765|derivative|2026-09-10|SMURFIT ANTHONY P J|A|Restricted Stock Units (PSP)|910|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061765,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061765/wk-form4_1789399719.xml,derivative,2026-09-10,A,Restricted Stock Units (PSP),910,0,0.0,85854,D,SMURFIT ANTHONY P J,"Director, Officer, President and CEO",1,1,0,President and CEO,SEC EDGAR
SW|0001628280-26-061746|nonDerivative|2026-09-10|Rasmussen Jorgen Buhl|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061746,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061746/wk-form4_1789399186.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,14790,D,Rasmussen Jorgen Buhl,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061764|nonDerivative|2026-09-10|Page Irene|A|Ordinary Shares|23|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061764,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061764/wk-form4_1789399697.xml,nonDerivative,2026-09-10,A,Ordinary Shares,23,0,0.0,62787,D,Page Irene,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
SW|0001628280-26-061764|derivative|2026-09-10|Page Irene|A|Restricted Stock Units (PSP)|152|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061764,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061764/wk-form4_1789399697.xml,derivative,2026-09-10,A,Restricted Stock Units (PSP),152,0,0.0,14361,D,Page Irene,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
SW|0001628280-26-061761|nonDerivative|2026-09-10|Mayer Saverio|A|Ordinary Shares|119|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061761,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061761/wk-form4_1789399589.xml,nonDerivative,2026-09-10,A,Ordinary Shares,119,0,0.0,241684,D,Mayer Saverio,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061761|derivative|2026-09-10|Mayer Saverio|A|Restricted Stock Units (PSP)|403|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061761,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061761/wk-form4_1789399589.xml,derivative,2026-09-10,A,Restricted Stock Units (PSP),403,0,0.0,38054,D,Mayer Saverio,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061751|nonDerivative|2026-09-10|Hietala Kaisa|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061751,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061751/wk-form4_1789399290.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,10115,D,Hietala Kaisa,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061760|nonDerivative|2026-09-10|Henao Alvaro|A|Ordinary Shares|35|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061760,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061760/wk-form4_1789399555.xml,nonDerivative,2026-09-10,A,Ordinary Shares,35,0,0.0,72871,D,Henao Alvaro,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061760|derivative|2026-09-10|Henao Alvaro|A|Restricted Stock Units (PSP)|208|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061760,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061760/wk-form4_1789399555.xml,derivative,2026-09-10,A,Restricted Stock Units (PSP),208,0,0.0,19703,D,Henao Alvaro,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061750|nonDerivative|2026-09-10|Harrison Suzan F.|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061750,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061750/wk-form4_1789399274.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,28054,D,Harrison Suzan F.,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061757|nonDerivative|2026-09-10|Garren Ben|A|Ordinary Shares|56|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061757,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061757/wk-form4_1789399498.xml,nonDerivative,2026-09-10,A,Ordinary Shares,56,0,0.0,14996,D,Garren Ben,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-061752|nonDerivative|2026-09-10|Finan Irial|A|Ordinary Shares|75|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061752,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061752/wk-form4_1789399311.xml,nonDerivative,2026-09-10,A,Ordinary Shares,75,0,0.0,58973,D,Finan Irial,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061754|nonDerivative|2026-09-10|FergusonMchugh MaryLynn|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061754,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061754/wk-form4_1789399390.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,8644,D,FergusonMchugh MaryLynn,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061755|nonDerivative|2026-09-10|Fairweather Carol|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061755,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061755/wk-form4_1789399403.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,11644,D,Fairweather Carol,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061747|nonDerivative|2026-09-10|Brown Carole Lynnette|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061747,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061747/wk-form4_1789399204.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,6836,D,Brown Carole Lynnette,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061756|nonDerivative|2026-09-10|Bowles Ken|A|Ordinary Shares|140|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061756,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061756/wk-form4_1789399444.xml,nonDerivative,2026-09-10,A,Ordinary Shares,140,0,0.0,174487,D,Bowles Ken,"Director, Officer, Executive VP and CFO",1,1,0,Executive VP and CFO,SEC EDGAR
SW|0001628280-26-061756|derivative|2026-09-10|Bowles Ken|A|Restricted Stock Units (PSP)|458|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061756,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061756/wk-form4_1789399444.xml,derivative,2026-09-10,A,Restricted Stock Units (PSP),458,0,0.0,43228,D,Bowles Ken,"Director, Officer, Executive VP and CFO",1,1,0,Executive VP and CFO,SEC EDGAR
SW|0001628280-26-061748|nonDerivative|2026-09-10|BERNLOHR TIMOTHY J|A|Ordinary Shares|48|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061748,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061748/wk-form4_1789399232.xml,nonDerivative,2026-09-10,A,Ordinary Shares,48,0,0.0,57619,D,BERNLOHR TIMOTHY J,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-061749|nonDerivative|2026-09-10|Arnold Colleen F.|A|Ordinary Shares|343.768|0|D,2026-09-15 04:45:58+0000,SW,Smurfit Westrock plc,0002005951,4,2026-09-14,2026-09-10,0001628280-26-061749,https://www.sec.gov/Archives/edgar/data/2005951/000162828026061749/wk-form4_1789399255.xml,nonDerivative,2026-09-10,A,Ordinary Shares,343.768,0,0.0,36622.748,D,Arnold Colleen F.,Director,1,0,0,,SEC EDGAR
SNPS|0001711671-26-000024|nonDerivative|2026-09-11|LEE JANET|M|Common Stock|2283|0.0|D,2026-09-15 04:45:58+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-09-14,2026-09-11,0001711671-26-000024,https://www.sec.gov/Archives/edgar/data/883241/000171167126000024/edgardoc.xml,nonDerivative,2026-09-11,M,Common Stock,2283,0.0,0.0,18671,D,LEE JANET,"Officer, GC & Corporate Secretary",0,1,0,GC & Corporate Secretary,SEC EDGAR
SNPS|0001711671-26-000024|nonDerivative|2026-09-11|LEE JANET|F|Common Stock|993|397.38|D,2026-09-15 04:45:58+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-09-14,2026-09-11,0001711671-26-000024,https://www.sec.gov/Archives/edgar/data/883241/000171167126000024/edgardoc.xml,nonDerivative,2026-09-11,F,Common Stock,993,397.38,394598.33999999997,17678,D,LEE JANET,"Officer, GC & Corporate Secretary",0,1,0,GC & Corporate Secretary,SEC EDGAR
SNPS|0001711671-26-000024|derivative|2026-09-11|LEE JANET|M|Restricted Stock Units|2283|0.0|D,2026-09-15 04:45:58+0000,SNPS,SYNOPSYS INC,0000883241,4,2026-09-14,2026-09-11,0001711671-26-000024,https://www.sec.gov/Archives/edgar/data/883241/000171167126000024/edgardoc.xml,derivative,2026-09-11,M,Restricted Stock Units,2283,0.0,0.0,4565,D,LEE JANET,"Officer, GC & Corporate Secretary",0,1,0,GC & Corporate Secretary,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-10|CASCADE INVESTMENT, L.L.C.|P|Common stock|108147|221.5657|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-10,P,Common stock,108147,221.5657,23961665.7579,116585781,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-10|CASCADE INVESTMENT, L.L.C.|P|Common stock|97992|222.5226|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-10,P,Common stock,97992,222.5226,21805434.619200002,116683773,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-10|CASCADE INVESTMENT, L.L.C.|P|Common stock|47819|223.4373|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-10,P,Common stock,47819,223.4373,10684548.2487,116731592,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-10|CASCADE INVESTMENT, L.L.C.|P|Common stock|2042|224.1058|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-10,P,Common stock,2042,224.1058,457624.0436,116733634,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-11|CASCADE INVESTMENT, L.L.C.|P|Common stock|7596|221.5189|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-11,P,Common stock,7596,221.5189,1682657.5644,116741230,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-11|CASCADE INVESTMENT, L.L.C.|P|Common stock|135482|222.5887|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-11,P,Common stock,135482,222.5887,30156762.253399998,116876712,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-11|CASCADE INVESTMENT, L.L.C.|P|Common stock|176547|223.1492|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-11,P,Common stock,176547,223.1492,39396321.8124,117053259,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
"RSG|0001104659-26-107592|nonDerivative|2026-09-11|CASCADE INVESTMENT, L.L.C.|P|Common stock|5185|223.8385|D",2026-09-15 04:45:58+0000,RSG,"REPUBLIC SERVICES, INC.",0001060391,4,2026-09-14,2026-09-10,0001104659-26-107592,https://www.sec.gov/Archives/edgar/data/1060391/000110465926107592/tm2625411-1_4seq1.xml,nonDerivative,2026-09-11,P,Common stock,5185,223.8385,1160602.6225,117058444,D,"CASCADE INVESTMENT, L.L.C.",10% Owner,0,0,1,,SEC EDGAR
RF|0002123295-26-000008|nonDerivative|2026-09-10|Chadha Anil D|S|Common Stock|0.771|29.895|D,2026-09-15 04:45:58+0000,RF,REGIONS FINANCIAL CORP,0001281761,4,2026-09-14,2026-09-10,0002123295-26-000008,https://www.sec.gov/Archives/edgar/data/1281761/000212329526000008/wk-form4_1789416182.xml,nonDerivative,2026-09-10,S,Common Stock,0.771,29.895,23.049045,11607.2471,D,Chadha Anil D,"Officer, Chief Financial Officer",0,1,0,Chief Financial Officer,SEC EDGAR
PSX|0002021896-26-000010|nonDerivative|2026-09-10|Kluppel Ann M|G|Common Stock|40|0|D,2026-09-15 04:45:58+0000,PSX,Phillips 66,0001534701,4,2026-09-14,2026-09-10,0002021896-26-000010,https://www.sec.gov/Archives/edgar/data/1534701/000202189626000010/ownership.xml,nonDerivative,2026-09-10,G,Common Stock,40,0,0.0,25361,D,Kluppel Ann M,SVP & Controller,false,true,false,SVP & Controller,SEC EDGAR
