unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
WSM|0000719955-26-000153|nonDerivative|2026-06-11|VAN PAASSCHEN FRITS D|M|Common Stock|1391|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000153,https://www.sec.gov/Archives/edgar/data/719955/000071995526000153/form4.xml,nonDerivative,2026-06-11,M,Common Stock,1391,0,0.0,33185,D,VAN PAASSCHEN FRITS D,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000153|derivative|2026-06-11|VAN PAASSCHEN FRITS D|M|Restricted Stock Units|1391|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000153,https://www.sec.gov/Archives/edgar/data/719955/000071995526000153/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,1391,0,0.0,0,D,VAN PAASSCHEN FRITS D,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000154|nonDerivative|2026-06-11|Ready William J|M|Common Stock|1304|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000154,https://www.sec.gov/Archives/edgar/data/719955/000071995526000154/form4.xml,nonDerivative,2026-06-11,M,Common Stock,1304,0,0.0,19210,D,Ready William J,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000154|derivative|2026-06-11|Ready William J|M|Restricted Stock Units|1304|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000154,https://www.sec.gov/Archives/edgar/data/719955/000071995526000154/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,1304,0,0.0,0,D,Ready William J,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000158|nonDerivative|2026-06-11|Huffington Arianna|M|Common Stock|1233|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000158,https://www.sec.gov/Archives/edgar/data/719955/000071995526000158/form4.xml,nonDerivative,2026-06-11,M,Common Stock,1233,0,0.0,3140,D,Huffington Arianna,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000158|derivative|2026-06-11|Huffington Arianna|M|Restricted Stock Units|1233|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000158,https://www.sec.gov/Archives/edgar/data/719955/000071995526000158/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,1233,0,0.0,0,D,Huffington Arianna,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000157|nonDerivative|2026-06-11|Finucane Anne A.|M|Common Stock|1280|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000157,https://www.sec.gov/Archives/edgar/data/719955/000071995526000157/form4.xml,nonDerivative,2026-06-11,M,Common Stock,1280,0,0.0,9608,D,Finucane Anne A.,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000157|derivative|2026-06-11|Finucane Anne A.|M|Restricted Stock Units|1280|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000157,https://www.sec.gov/Archives/edgar/data/719955/000071995526000157/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,1280,0,0.0,0,D,Finucane Anne A.,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000152|nonDerivative|2026-06-11|Dahnke Scott Arnold|M|Common Stock|2103|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000152,https://www.sec.gov/Archives/edgar/data/719955/000071995526000152/form4.xml,nonDerivative,2026-06-11,M,Common Stock,2103,0,0.0,42103,D,Dahnke Scott Arnold,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000152|nonDerivative|2026-06-11|Dahnke Scott Arnold|G|Common Stock|2103|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000152,https://www.sec.gov/Archives/edgar/data/719955/000071995526000152/form4.xml,nonDerivative,2026-06-11,G,Common Stock,2103,0,0.0,40000,D,Dahnke Scott Arnold,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000152|derivative|2026-06-11|Dahnke Scott Arnold|M|Restricted Stock Units|2103|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000152,https://www.sec.gov/Archives/edgar/data/719955/000071995526000152/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,2103,0,0.0,0,D,Dahnke Scott Arnold,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000156|nonDerivative|2026-06-11|Campion Andrew|M|Common Stock|1257|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000156,https://www.sec.gov/Archives/edgar/data/719955/000071995526000156/form4.xml,nonDerivative,2026-06-11,M,Common Stock,1257,0,0.0,2655,D,Campion Andrew,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000156|derivative|2026-06-11|Campion Andrew|M|Restricted Stock Units|1257|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000156,https://www.sec.gov/Archives/edgar/data/719955/000071995526000156/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,1257,0,0.0,0,D,Campion Andrew,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000155|nonDerivative|2026-06-11|Bracey Esi Eggleston|M|Common Stock|1257|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000155,https://www.sec.gov/Archives/edgar/data/719955/000071995526000155/form4.xml,nonDerivative,2026-06-11,M,Common Stock,1257,0,0.0,10875,D,Bracey Esi Eggleston,Director,1,,,,SEC EDGAR
WSM|0000719955-26-000155|derivative|2026-06-11|Bracey Esi Eggleston|M|Restricted Stock Units|1257|0|D,2026-06-14 11:09:32+0000,WSM,WILLIAMS SONOMA INC,0000719955,4,2026-06-12,2026-06-11,0000719955-26-000155,https://www.sec.gov/Archives/edgar/data/719955/000071995526000155/form4.xml,derivative,2026-06-11,M,Restricted Stock Units,1257,0,0.0,0,D,Bracey Esi Eggleston,Director,1,,,,SEC EDGAR
WMT|0002110304-26-000015|nonDerivative|2026-06-10|Guggina David W|S|Common|11978|119.82|D,2026-06-14 11:09:32+0000,WMT,Walmart Inc.,0000104169,4,2026-06-12,2026-06-10,0002110304-26-000015,https://www.sec.gov/Archives/edgar/data/104169/000211030426000015/wk-form4_1781298877.xml,nonDerivative,2026-06-10,S,Common,11978,119.82,1435203.96,125067.419,D,Guggina David W,"Officer, Executive Vice President",0,1,0,Executive Vice President,SEC EDGAR
WFC|0001193125-26-268965|nonDerivative|2026-06-10|WELLS FARGO & COMPANY/MN|J|MuniFund Preferred Shares|750||I,2026-06-14 11:09:32+0000,WFC,WELLS FARGO & COMPANY/MN,0000072971,4,2026-06-12,2026-06-10,0001193125-26-268965,https://www.sec.gov/Archives/edgar/data/72971/000119312526268965/ownership.xml,nonDerivative,2026-06-10,J,MuniFund Preferred Shares,750,,,2238,I,WELLS FARGO & COMPANY/MN,,false,false,true,,SEC EDGAR
TPL|0001437749-26-020414|nonDerivative|2026-06-11|HORIZON KINETICS ASSET MANAGEMENT LLC|P|Common Stock|1|370.47|D,2026-06-14 11:09:32+0000,TPL,Texas Pacific Land Corp,0001811074,4,2026-06-12,2026-06-11,0001437749-26-020414,https://www.sec.gov/Archives/edgar/data/1811074/000143774926020414/rdgdoc.xml,nonDerivative,2026-06-11,P,Common Stock,1,370.47,370.47,3393551,D,HORIZON KINETICS ASSET MANAGEMENT LLC,10% Owner,,,1,,SEC EDGAR
TMUS|0001283699-26-000076|nonDerivative|2026-06-11|Nelson Mark Wolfe|A|Common Stock|97.52|187.02|D,2026-06-14 11:09:32+0000,TMUS,"T-Mobile US, Inc.",0001283699,4,2026-06-12,2026-06-11,0001283699-26-000076,https://www.sec.gov/Archives/edgar/data/1283699/000128369926000076/wk-form4_1781298586.xml,nonDerivative,2026-06-11,A,Common Stock,97.52,187.02,18238.1904,65967.312,D,Nelson Mark Wolfe,"Officer, Chief Legal Officer & GC",0,1,0,Chief Legal Officer & GC,SEC EDGAR
TKO|0001193125-26-269925|nonDerivative|2026-06-10|WHEELER CARRIE|M|Class A Common Stock|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269925,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269925/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1237,0,0.0,7836,D,WHEELER CARRIE,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269925|derivative|2026-06-10|WHEELER CARRIE|M|Restricted Stock Unit|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269925,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269925/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1237,0,0.0,0,D,WHEELER CARRIE,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269925|derivative|2026-06-10|WHEELER CARRIE|A|Restricted Stock Unit|1123|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269925,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269925/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1123,0,0.0,1123,D,WHEELER CARRIE,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269930|nonDerivative|2026-06-10|Tellem Nancy|M|Class A Common Stock|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269930,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269930/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1237,0,0.0,4704,D,Tellem Nancy,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269930|derivative|2026-06-10|Tellem Nancy|M|Restricted Stock Unit|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269930,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269930/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1237,0,0.0,0,D,Tellem Nancy,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269930|derivative|2026-06-10|Tellem Nancy|A|Restricted Stock Unit|1123|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269930,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269930/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1123,0,0.0,1123,D,Tellem Nancy,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269924|nonDerivative|2026-06-10|Medina Sonya E|M|Class A Common Stock|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269924,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269924/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1237,0,0.0,4937,D,Medina Sonya E,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269924|derivative|2026-06-10|Medina Sonya E|M|Restricted Stock Unit|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269924,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269924/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1237,0,0.0,0,D,Medina Sonya E,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269924|derivative|2026-06-10|Medina Sonya E|A|Restricted Stock Unit|1123|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269924,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269924/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1123,0,0.0,1123,D,Medina Sonya E,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269929|nonDerivative|2026-06-10|Koonin Steven R|M|Class A Common Stock|1753|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269929,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269929/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1753,0,0.0,11153,D,Koonin Steven R,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269929|derivative|2026-06-10|Koonin Steven R|M|Restricted Stock Unit|1753|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269929,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269929/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1753,0,0.0,0,D,Koonin Steven R,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269929|derivative|2026-06-10|Koonin Steven R|A|Restricted Stock Unit|1549|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269929,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269929/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1549,0,0.0,1549,D,Koonin Steven R,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269927|nonDerivative|2026-06-10|KRAFT JONATHAN|M|Class A Common Stock|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269927,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269927/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1237,0,0.0,15969,D,KRAFT JONATHAN,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269927|derivative|2026-06-10|KRAFT JONATHAN|M|Restricted Stock Unit|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269927,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269927/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1237,0,0.0,0,D,KRAFT JONATHAN,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269927|derivative|2026-06-10|KRAFT JONATHAN|A|Restricted Stock Unit|1123|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269927,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269927/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1123,0,0.0,1123,D,KRAFT JONATHAN,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269926|nonDerivative|2026-06-10|KEYWELL BRADLEY A|M|Class A Common Stock|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269926,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269926/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1237,0,0.0,4125,D,KEYWELL BRADLEY A,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269926|derivative|2026-06-10|KEYWELL BRADLEY A|M|Restricted Stock Unit|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269926,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269926/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1237,0,0.0,0,D,KEYWELL BRADLEY A,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269926|derivative|2026-06-10|KEYWELL BRADLEY A|A|Restricted Stock Unit|1123|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269926,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269926/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1123,0,0.0,1123,D,KEYWELL BRADLEY A,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269928|nonDerivative|2026-06-10|BYNOE PETER C B|M|Class A Common Stock|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269928,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269928/ownership.xml,nonDerivative,2026-06-10,M,Class A Common Stock,1237,0,0.0,6424,D,BYNOE PETER C B,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269928|derivative|2026-06-10|BYNOE PETER C B|M|Restricted Stock Unit|1237|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269928,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269928/ownership.xml,derivative,2026-06-10,M,Restricted Stock Unit,1237,0,0.0,0,D,BYNOE PETER C B,,true,false,false,,SEC EDGAR
TKO|0001193125-26-269928|derivative|2026-06-10|BYNOE PETER C B|A|Restricted Stock Unit|1123|0|D,2026-06-14 11:09:32+0000,TKO,"TKO Group Holdings, Inc.",0001973266,4,2026-06-12,2026-06-10,0001193125-26-269928,https://www.sec.gov/Archives/edgar/data/1973266/000119312526269928/ownership.xml,derivative,2026-06-10,A,Restricted Stock Unit,1123,0,0.0,1123,D,BYNOE PETER C B,,true,false,false,,SEC EDGAR
TJX|0001193125-26-269543|nonDerivative|2026-06-11|Nemerov Jackwyn|S|Common Stock|957|168.595|D,2026-06-14 11:09:32+0000,TJX,TJX COMPANIES INC /DE/,0000109198,4,2026-06-12,2026-06-11,0001193125-26-269543,https://www.sec.gov/Archives/edgar/data/109198/000119312526269543/ownership.xml,nonDerivative,2026-06-11,S,Common Stock,957,168.595,161345.415,802,D,Nemerov Jackwyn,,true,false,false,,SEC EDGAR
SW|0001628280-26-042710|nonDerivative|2026-06-10|WILSON ALAN D|A|Ordinary Shares|721.278|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042710,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042710/wk-form4_1781279965.xml,nonDerivative,2026-06-10,A,Ordinary Shares,721.278,0,0.0,66906.508,D,WILSON ALAN D,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-042721|nonDerivative|2026-06-10|Sellier Laurent|A|Ordinary Shares|150|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042721,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042721/wk-form4_1781280090.xml,nonDerivative,2026-06-10,A,Ordinary Shares,150,0,0.0,138641,D,Sellier Laurent,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-042721|derivative|2026-06-10|Sellier Laurent|A|Restricted Stock Units (PSP)|359|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042721,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042721/wk-form4_1781280090.xml,derivative,2026-06-10,A,Restricted Stock Units (PSP),359,0,0.0,31331,D,Sellier Laurent,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-042718|nonDerivative|2026-06-10|SMURFIT ANTHONY P J|A|Ordinary Shares|521|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042718,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042718/wk-form4_1781280047.xml,nonDerivative,2026-06-10,A,Ordinary Shares,521,0,0.0,1727724,D,SMURFIT ANTHONY P J,"Director, Officer, President and Group CEO",1,1,0,President and Group CEO,SEC EDGAR
SW|0001628280-26-042718|derivative|2026-06-10|SMURFIT ANTHONY P J|A|Restricted Stock Units (PSP)|975|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042718,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042718/wk-form4_1781280047.xml,derivative,2026-06-10,A,Restricted Stock Units (PSP),975,0,0.0,84944,D,SMURFIT ANTHONY P J,"Director, Officer, President and Group CEO",1,1,0,President and Group CEO,SEC EDGAR
SW|0001628280-26-042714|nonDerivative|2026-06-10|Rasmussen Jorgen Buhl|A|Ordinary Shares|51|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042714,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042714/wk-form4_1781280007.xml,nonDerivative,2026-06-10,A,Ordinary Shares,51,0,0.0,14742,D,Rasmussen Jorgen Buhl,Director,1,0,0,,SEC EDGAR
SW|0001628280-26-042716|nonDerivative|2026-06-10|Page Irene|A|Ordinary Shares|25|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042716,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042716/wk-form4_1781280030.xml,nonDerivative,2026-06-10,A,Ordinary Shares,25,0,0.0,62735,D,Page Irene,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
SW|0001628280-26-042716|derivative|2026-06-10|Page Irene|A|Restricted Stock Units (PSP)|163|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042716,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042716/wk-form4_1781280030.xml,derivative,2026-06-10,A,Restricted Stock Units (PSP),163,0,0.0,14209,D,Page Irene,"Officer, Chief Accounting Officer",0,1,0,Chief Accounting Officer,SEC EDGAR
SW|0001628280-26-042722|nonDerivative|2026-06-10|Mayer Saverio|A|Ordinary Shares|127|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042722,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042722/wk-form4_1781280099.xml,nonDerivative,2026-06-10,A,Ordinary Shares,127,0,0.0,241370,D,Mayer Saverio,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-042722|derivative|2026-06-10|Mayer Saverio|A|Restricted Stock Units (PSP)|432|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042722,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042722/wk-form4_1781280099.xml,derivative,2026-06-10,A,Restricted Stock Units (PSP),432,0,0.0,37651,D,Mayer Saverio,"Officer, See remarks",0,1,0,See remarks,SEC EDGAR
SW|0001628280-26-042708|nonDerivative|2026-06-10|Hietala Kaisa|A|Ordinary Shares|51|0|D,2026-06-14 11:09:32+0000,SW,Smurfit Westrock plc,0002005951,4,2026-06-12,2026-06-10,0001628280-26-042708,https://www.sec.gov/Archives/edgar/data/2005951/000162828026042708/wk-form4_1781279941.xml,nonDerivative,2026-06-10,A,Ordinary Shares,51,0,0.0,10067,D,Hietala Kaisa,Director,1,0,0,,SEC EDGAR
