unique_key,collected_at_utc,ticker,company_name,cik,form,filing_date,report_date,accession_number,filing_url,transaction_table,transaction_date,transaction_code,security_title,shares,price,total_amount,shares_owned_after,ownership_type,reporting_owner,relationship,is_director,is_officer,is_ten_percent_owner,officer_title,source
WM|0001225208-26-007692|nonDerivative|2026-09-03|Stith Kimberly G.|F|Common Stock|356.0000|220.1300|D,2026-09-09 04:32:11+0000,WM,WASTE MANAGEMENT INC,0000823768,4,2026-09-08,2026-09-03,0001225208-26-007692,https://www.sec.gov/Archives/edgar/data/823768/000122520826007692/doc4.xml,nonDerivative,2026-09-03,F,Common Stock,356.0000,220.1300,78366.28,4479.8834,D,Stith Kimberly G.,"Officer, SVP - Chief HR Officer",,1,,SVP - Chief HR Officer,SEC EDGAR
WM|0001225208-26-007695|nonDerivative|2026-09-04|Carroll John A.|S|Common Stock|1365.0000|219.9000|I,2026-09-09 04:32:11+0000,WM,WASTE MANAGEMENT INC,0000823768,4,2026-09-08,2026-09-04,0001225208-26-007695,https://www.sec.gov/Archives/edgar/data/823768/000122520826007695/doc4.xml,nonDerivative,2026-09-04,S,Common Stock,1365.0000,219.9000,300163.5,3508.9393,I,Carroll John A.,"Officer, VP & Chief Accounting Officer",,1,,VP & Chief Accounting Officer,SEC EDGAR
WDC|0001266824-26-000199|nonDerivative|2026-09-03|Tregillis Cynthia L|M|Common Stock|7|0.0|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000199,https://www.sec.gov/Archives/edgar/data/106040/000126682426000199/edgardoc.xml,nonDerivative,2026-09-03,M,Common Stock,7,0.0,0.0,112162,D,Tregillis Cynthia L,"Officer, Chief Legal Officer & Corp Sec",0,1,0,Chief Legal Officer & Corp Sec,SEC EDGAR
WDC|0001266824-26-000199|nonDerivative|2026-09-03|Tregillis Cynthia L|F|Common Stock|700|441.57|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000199,https://www.sec.gov/Archives/edgar/data/106040/000126682426000199/edgardoc.xml,nonDerivative,2026-09-03,F,Common Stock,700,441.57,309099.0,111462,D,Tregillis Cynthia L,"Officer, Chief Legal Officer & Corp Sec",0,1,0,Chief Legal Officer & Corp Sec,SEC EDGAR
WDC|0001266824-26-000199|nonDerivative|2026-09-04|Tregillis Cynthia L|S|Common Stock|432|451.2|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000199,https://www.sec.gov/Archives/edgar/data/106040/000126682426000199/edgardoc.xml,nonDerivative,2026-09-04,S,Common Stock,432,451.2,194918.4,111030,D,Tregillis Cynthia L,"Officer, Chief Legal Officer & Corp Sec",0,1,0,Chief Legal Officer & Corp Sec,SEC EDGAR
WDC|0001266824-26-000199|derivative|2026-09-03|Tregillis Cynthia L|M|Dividend Equivalent Rights|7.0583|0.0|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000199,https://www.sec.gov/Archives/edgar/data/106040/000126682426000199/edgardoc.xml,derivative,2026-09-03,M,Dividend Equivalent Rights,7.0583,0.0,0.0,270.4819,D,Tregillis Cynthia L,"Officer, Chief Legal Officer & Corp Sec",0,1,0,Chief Legal Officer & Corp Sec,SEC EDGAR
WDC|0001266824-26-000198|nonDerivative|2026-09-03|Gubbi Vidyadhara K|M|Common Stock|14|0.0|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000198,https://www.sec.gov/Archives/edgar/data/106040/000126682426000198/edgardoc.xml,nonDerivative,2026-09-03,M,Common Stock,14,0.0,0.0,84130,D,Gubbi Vidyadhara K,"Officer, Chief of Global Operations",0,1,0,Chief of Global Operations,SEC EDGAR
WDC|0001266824-26-000198|nonDerivative|2026-09-03|Gubbi Vidyadhara K|F|Common Stock|1764|441.57|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000198,https://www.sec.gov/Archives/edgar/data/106040/000126682426000198/edgardoc.xml,nonDerivative,2026-09-03,F,Common Stock,1764,441.57,778929.48,82366,D,Gubbi Vidyadhara K,"Officer, Chief of Global Operations",0,1,0,Chief of Global Operations,SEC EDGAR
WDC|0001266824-26-000198|nonDerivative|2026-09-04|Gubbi Vidyadhara K|S|Common Stock|1795|459.8732|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000198,https://www.sec.gov/Archives/edgar/data/106040/000126682426000198/edgardoc.xml,nonDerivative,2026-09-04,S,Common Stock,1795,459.8732,825472.394,80571,D,Gubbi Vidyadhara K,"Officer, Chief of Global Operations",0,1,0,Chief of Global Operations,SEC EDGAR
WDC|0001266824-26-000198|derivative|2026-09-03|Gubbi Vidyadhara K|M|Dividend Equivalent Rights|14.1166|0.0|D,2026-09-09 04:32:11+0000,WDC,WESTERN DIGITAL CORP,0000106040,4,2026-09-08,2026-09-03,0001266824-26-000198,https://www.sec.gov/Archives/edgar/data/106040/000126682426000198/edgardoc.xml,derivative,2026-09-03,M,Dividend Equivalent Rights,14.1166,0.0,0.0,194.1244,D,Gubbi Vidyadhara K,"Officer, Chief of Global Operations",0,1,0,Chief of Global Operations,SEC EDGAR
